snapshot_date,tier_min,tier_max,holders,shares,pct
2026-05-22,50001,100000,685.0,49320875.0,3.07
2026-05-22,100001,200000,471.0,67761668.0,4.22
2026-05-22,200001,400000,340.0,96257634.0,6.0
2026-05-22,400001,600000,139.0,68433721.0,4.26
2026-05-22,600001,800000,64.0,44598817.0,2.78
2026-05-22,800001,1000000,45.0,40829939.0,2.54
2026-05-22,1000001,1000000000000,235.0,1071688181.0,66.81
2026-05-29,1,999,376594.0,26517667.0,1.65
2026-05-29,1000,5000,37682.0,62732922.0,3.91
2026-05-29,5001,10000,2639.0,19357918.0,1.2
2026-05-29,10001,15000,940.0,11772101.0,0.73
2026-05-29,15001,20000,527.0,9367435.0,0.58
2026-05-29,20001,30000,540.0,13407163.0,0.83
2026-05-29,30001,40000,311.0,10910701.0,0.68
2026-05-29,40001,50000,253.0,11434391.0,0.71
2026-05-29,50001,100000,679.0,49243842.0,3.07
2026-05-29,100001,200000,482.0,69539836.0,4.33
2026-05-29,200001,400000,331.0,93190399.0,5.81
2026-05-29,400001,600000,149.0,72662494.0,4.53
2026-05-29,600001,800000,66.0,46061673.0,2.87
2026-05-29,800001,1000000,45.0,40725369.0,2.53
2026-05-29,1000001,1000000000000,233.0,1067004496.0,66.52
2026-06-05,1,999,417526.0,28001697.0,1.74
2026-06-05,1000,5000,38717.0,64149157.0,3.99
2026-06-05,5001,10000,2686.0,19767410.0,1.23
2026-06-05,10001,15000,961.0,12071819.0,0.75
2026-06-05,15001,20000,533.0,9500481.0,0.59
2026-06-05,20001,30000,556.0,13792275.0,0.85
2026-06-05,30001,40000,327.0,11474873.0,0.71
2026-06-05,40001,50000,240.0,10868010.0,0.67
2026-06-05,50001,100000,679.0,48902305.0,3.04
2026-06-05,100001,200000,497.0,70754557.0,4.41
2026-06-05,200001,400000,341.0,95795264.0,5.97
2026-06-05,400001,600000,148.0,72707631.0,4.53
2026-06-05,600001,800000,59.0,41293700.0,2.57
2026-06-05,800001,1000000,47.0,41759911.0,2.6
2026-06-05,1000001,1000000000000,235.0,1063180317.0,66.28
2026-06-12,1,999,465291.0,30576086.0,1.9
2026-06-12,1000,5000,39803.0,66091852.0,4.12
2026-06-12,5001,10000,2752.0,20243987.0,1.26
2026-06-12,10001,15000,956.0,11996722.0,0.74
2026-06-12,15001,20000,549.0,9794971.0,0.61
2026-06-12,20001,30000,577.0,14318122.0,0.89
2026-06-12,30001,40000,320.0,11243166.0,0.7
2026-06-12,40001,50000,245.0,11068510.0,0.69
2026-06-12,50001,100000,687.0,49343577.0,3.07
2026-06-12,100001,200000,504.0,72295301.0,4.5
2026-06-12,200001,400000,344.0,97009822.0,6.04
2026-06-12,400001,600000,139.0,67882230.0,4.23
2026-06-12,600001,800000,67.0,46480459.0,2.89
2026-06-12,800001,1000000,47.0,41480831.0,2.58
2026-06-12,1000001,1000000000000,233.0,1054069771.0,65.71
2026-06-18,1,999,446310.0,29466877.0,1.83
2026-06-18,1000,5000,39027.0,64765928.0,4.03
2026-06-18,5001,10000,2745.0,20207952.0,1.25
2026-06-18,10001,15000,959.0,12029323.0,0.75
2026-06-18,15001,20000,545.0,9708150.0,0.6
2026-06-18,20001,30000,580.0,14324322.0,0.89
2026-06-18,30001,40000,337.0,11846403.0,0.73
2026-06-18,40001,50000,235.0,10622879.0,0.66
2026-06-18,50001,100000,703.0,50607228.0,3.15
2026-06-18,100001,200000,505.0,72737760.0,4.53
2026-06-18,200001,400000,340.0,95892058.0,5.97
2026-06-18,400001,600000,137.0,66915865.0,4.17
2026-06-18,600001,800000,69.0,47554443.0,2.96
2026-06-18,800001,1000000,50.0,44594193.0,2.78
2026-06-18,1000001,1000000000000,230.0,1052622026.0,65.62
2026-06-26,1,999,465375.0,30669389.0,1.91
2026-06-26,1000,5000,40075.0,66485969.0,4.14
2026-06-26,5001,10000,2772.0,20359538.0,1.26
2026-06-26,10001,15000,961.0,12077221.0,0.75
2026-06-26,15001,20000,547.0,9741404.0,0.6
2026-06-26,20001,30000,598.0,14820729.0,0.92
2026-06-26,30001,40000,335.0,11763215.0,0.73
2026-06-26,40001,50000,254.0,11499623.0,0.71
2026-06-26,50001,100000,694.0,50097651.0,3.12
2026-06-26,100001,200000,503.0,72277834.0,4.5
2026-06-26,200001,400000,340.0,94880954.0,5.91
2026-06-26,400001,600000,147.0,71865810.0,4.48
2026-06-26,600001,800000,64.0,44598079.0,2.78
2026-06-26,800001,1000000,51.0,45458223.0,2.83
2026-06-26,1000001,1000000000000,227.0,1047299768.0,65.29
