snapshot_date,tier_min,tier_max,holders,shares,pct
2026-08-07,1,999,1500883.0,433321057.0,1.92
2026-08-07,1000,5000,1341083.0,3054923617.0,13.6
2026-08-07,5001,10000,333547.0,2452249100.0,10.91
2026-08-07,10001,15000,134667.0,1667485852.0,7.42
2026-08-07,15001,20000,73462.0,1298312346.0,5.78
2026-08-07,20001,30000,67968.0,1675222045.0,7.45
2026-08-07,30001,40000,32435.0,1134040553.0,5.04
2026-08-07,40001,50000,17955.0,810892441.0,3.61
2026-08-07,50001,100000,29579.0,2030075002.0,9.03
2026-08-07,100001,200000,9547.0,1280724648.0,5.7
2026-08-07,200001,400000,2473.0,663436302.0,2.95
2026-08-07,400001,600000,441.0,212584255.0,0.94
2026-08-07,600001,800000,143.0,98841513.0,0.44
2026-08-07,800001,1000000,62.0,56366433.0,0.25
2026-08-07,1000001,1000000000000,274.0,5589024836.0,24.88
2026-08-14,1,999,1506020.0,435125437.0,1.94
2026-08-14,1000,5000,1329017.0,3026952449.0,13.49
2026-08-14,5001,10000,331522.0,2434695051.0,10.85
2026-08-14,10001,15000,134172.0,1660035435.0,7.4
2026-08-14,15001,20000,73097.0,1291439249.0,5.75
2026-08-14,20001,30000,67681.0,1667252369.0,7.43
2026-08-14,30001,40000,32433.0,1133707949.0,5.05
2026-08-14,40001,50000,17901.0,808375888.0,3.6
2026-08-14,50001,100000,29506.0,2024712929.0,9.02
2026-08-14,100001,200000,9553.0,1282359839.0,5.71
2026-08-14,200001,400000,2489.0,667945194.0,2.97
2026-08-14,400001,600000,444.0,214604047.0,0.95
2026-08-14,600001,800000,141.0,97104451.0,0.43
2026-08-14,800001,1000000,66.0,59975639.0,0.26
2026-08-14,1000001,1000000000000,271.0,5621716074.0,25.06
2026-08-21,1,999,1516574.0,438480269.0,1.96
2026-08-21,1000,5000,1332653.0,3035059555.0,13.59
2026-08-21,5001,10000,331986.0,2437697547.0,10.91
2026-08-21,10001,15000,134485.0,1663910862.0,7.45
2026-08-21,15001,20000,73244.0,1294075432.0,5.79
2026-08-21,20001,30000,67878.0,1672036835.0,7.48
2026-08-21,30001,40000,32564.0,1138245261.0,5.09
2026-08-21,40001,50000,17899.0,808086288.0,3.61
2026-08-21,50001,100000,29645.0,2033156135.0,9.1
2026-08-21,100001,200000,9576.0,1285286308.0,5.75
2026-08-21,200001,400000,2492.0,668739424.0,2.99
2026-08-21,400001,600000,444.0,214448136.0,0.96
2026-08-21,600001,800000,145.0,99925198.0,0.44
2026-08-21,800001,1000000,65.0,58873453.0,0.26
2026-08-21,1000001,1000000000000,270.0,5478979297.0,24.53
