snapshot_date,tier_min,tier_max,holders,shares,pct
2026-06-26,100001,200000,2008.0,281471591.0,1.08
2026-06-26,200001,400000,1327.0,372898750.0,1.43
2026-06-26,400001,600000,552.0,270219173.0,1.04
2026-06-26,600001,800000,355.0,246477946.0,0.95
2026-06-26,800001,1000000,214.0,191121152.0,0.73
2026-06-26,1000001,1000000000000,1482.0,22072875533.0,85.11
2026-07-03,1,999,2362549.0,272902764.0,1.05
2026-07-03,1000,5000,436574.0,833238261.0,3.21
2026-07-03,5001,10000,50892.0,364809784.0,1.4
2026-07-03,10001,15000,16865.0,206829759.0,0.79
2026-07-03,15001,20000,7936.0,139632022.0,0.53
2026-07-03,20001,30000,7610.0,186506600.0,0.71
2026-07-03,30001,40000,3558.0,123356073.0,0.47
2026-07-03,40001,50000,2025.0,91250983.0,0.35
2026-07-03,50001,100000,4064.0,283969616.0,1.09
2026-07-03,100001,200000,2002.0,280015253.0,1.07
2026-07-03,200001,400000,1339.0,374856457.0,1.44
2026-07-03,400001,600000,559.0,273767907.0,1.05
2026-07-03,600001,800000,353.0,245340939.0,0.94
2026-07-03,800001,1000000,213.0,189809354.0,0.73
2026-07-03,1000001,1000000000000,1481.0,22066084295.0,85.09
2026-07-09,1,999,2374325.0,274129930.0,1.05
2026-07-09,1000,5000,438862.0,837595565.0,3.22
2026-07-09,5001,10000,51151.0,366679448.0,1.41
2026-07-09,10001,15000,16942.0,207754181.0,0.8
2026-07-09,15001,20000,7970.0,140254310.0,0.54
2026-07-09,20001,30000,7636.0,187068531.0,0.72
2026-07-09,30001,40000,3578.0,124047689.0,0.47
2026-07-09,40001,50000,2025.0,91243367.0,0.35
2026-07-09,50001,100000,4070.0,284390420.0,1.09
2026-07-09,100001,200000,2019.0,282421517.0,1.08
2026-07-09,200001,400000,1340.0,374946281.0,1.44
2026-07-09,400001,600000,566.0,277085423.0,1.06
2026-07-09,600001,800000,347.0,240775918.0,0.92
2026-07-09,800001,1000000,220.0,196419001.0,0.75
2026-07-09,1000001,1000000000000,1478.0,22047558486.0,85.01
2026-07-17,1,999,2398119.0,277360320.0,1.06
2026-07-17,1000,5000,443727.0,846514599.0,3.26
2026-07-17,5001,10000,51603.0,369653849.0,1.42
2026-07-17,10001,15000,17100.0,209695818.0,0.8
2026-07-17,15001,20000,8041.0,141490518.0,0.54
2026-07-17,20001,30000,7678.0,188065438.0,0.72
2026-07-17,30001,40000,3613.0,125311960.0,0.48
2026-07-17,40001,50000,2030.0,91485968.0,0.35
2026-07-17,50001,100000,4084.0,285367836.0,1.1
2026-07-17,100001,200000,2026.0,283295204.0,1.09
2026-07-17,200001,400000,1345.0,377776220.0,1.45
2026-07-17,400001,600000,567.0,277573821.0,1.07
2026-07-17,600001,800000,351.0,244033255.0,0.94
2026-07-17,800001,1000000,219.0,195510892.0,0.75
2026-07-17,1000001,1000000000000,1477.0,22019234369.0,84.91
2026-07-24,1,999,2486327.0,288004489.0,1.11
2026-07-24,1000,5000,453070.0,865288008.0,3.33
2026-07-24,5001,10000,52616.0,376598131.0,1.45
2026-07-24,10001,15000,17415.0,213482664.0,0.82
2026-07-24,15001,20000,8101.0,142437162.0,0.54
2026-07-24,20001,30000,7782.0,190439872.0,0.73
2026-07-24,30001,40000,3650.0,126536179.0,0.48
2026-07-24,40001,50000,2054.0,92633873.0,0.35
2026-07-24,50001,100000,4108.0,286789254.0,1.1
2026-07-24,100001,200000,2045.0,286072376.0,1.1
2026-07-24,200001,400000,1333.0,373375826.0,1.43
2026-07-24,400001,600000,576.0,282780937.0,1.09
2026-07-24,600001,800000,345.0,240003001.0,0.92
2026-07-24,800001,1000000,225.0,201427015.0,0.77
2026-07-24,1000001,1000000000000,1472.0,21966501280.0,84.7
2026-07-31,1,999,2539702.0,296133619.0,1.14
2026-07-31,1000,5000,457999.0,875655638.0,3.37
2026-07-31,5001,10000,53307.0,381226919.0,1.47
2026-07-31,10001,15000,17525.0,214839474.0,0.82
2026-07-31,15001,20000,8129.0,142882134.0,0.55
2026-07-31,20001,30000,7825.0,191329159.0,0.73
2026-07-31,30001,40000,3671.0,127306609.0,0.49
2026-07-31,40001,50000,2056.0,92660455.0,0.35
2026-07-31,50001,100000,4114.0,287165889.0,1.1
2026-07-31,100001,200000,2047.0,286495059.0,1.1
2026-07-31,200001,400000,1319.0,369925961.0,1.42
2026-07-31,400001,600000,582.0,285569046.0,1.1
2026-07-31,600001,800000,349.0,243484284.0,0.93
2026-07-31,800001,1000000,215.0,192086747.0,0.74
2026-07-31,1000001,1000000000000,1475.0,21945666949.0,84.62
2026-08-07,1,999,2523071.0,293744991.0,1.13
2026-08-07,1000,5000,454920.0,869533934.0,3.35
2026-08-07,5001,10000,53011.0,379122752.0,1.46
2026-08-07,10001,15000,17491.0,214496406.0,0.82
2026-08-07,15001,20000,8096.0,142302572.0,0.54
2026-08-07,20001,30000,7803.0,190826713.0,0.73
2026-08-07,30001,40000,3686.0,127930452.0,0.49
2026-08-07,40001,50000,2048.0,92338466.0,0.35
2026-08-07,50001,100000,4123.0,288118496.0,1.11
2026-08-07,100001,200000,2053.0,288258115.0,1.11
2026-08-07,200001,400000,1314.0,368794003.0,1.42
2026-08-07,400001,600000,584.0,285446281.0,1.1
2026-08-07,600001,800000,353.0,246354564.0,0.94
2026-08-07,800001,1000000,208.0,186782272.0,0.72
2026-08-07,1000001,1000000000000,1475.0,21958321050.0,84.67
2026-08-14,1,999,2502089.0,291661236.0,1.12
2026-08-14,1000,5000,451715.0,863514796.0,3.32
2026-08-14,5001,10000,52706.0,376989407.0,1.45
2026-08-14,10001,15000,17449.0,213986890.0,0.82
2026-08-14,15001,20000,8052.0,141549000.0,0.54
2026-08-14,20001,30000,7799.0,190703374.0,0.73
2026-08-14,30001,40000,3681.0,127835297.0,0.49
2026-08-14,40001,50000,2029.0,91467694.0,0.35
2026-08-14,50001,100000,4115.0,287380234.0,1.1
2026-08-14,100001,200000,2054.0,288046602.0,1.11
2026-08-14,200001,400000,1311.0,367146886.0,1.41
2026-08-14,400001,600000,589.0,287620423.0,1.1
2026-08-14,600001,800000,350.0,244716809.0,0.94
2026-08-14,800001,1000000,205.0,184292290.0,0.71
2026-08-14,1000001,1000000000000,1480.0,21975471129.0,84.74
2026-08-21,1,999,2511714.0,292743125.0,1.12
2026-08-21,1000,5000,453418.0,866788450.0,3.34
2026-08-21,5001,10000,52868.0,378087781.0,1.45
2026-08-21,10001,15000,17495.0,214504051.0,0.82
2026-08-21,15001,20000,8075.0,141932379.0,0.54
2026-08-21,20001,30000,7815.0,191130920.0,0.73
2026-08-21,30001,40000,3671.0,127482886.0,0.49
2026-08-21,40001,50000,2044.0,92166406.0,0.35
2026-08-21,50001,100000,4097.0,286196530.0,1.1
2026-08-21,100001,200000,2055.0,288223875.0,1.11
2026-08-21,200001,400000,1304.0,364602683.0,1.4
2026-08-21,400001,600000,589.0,287574386.0,1.1
2026-08-21,600001,800000,346.0,241629397.0,0.93
2026-08-21,800001,1000000,213.0,190999787.0,0.73
2026-08-21,1000001,1000000000000,1479.0,21968307511.0,84.71
