snapshot_date,tier_min,tier_max,holders,shares,pct
2026-05-22,400001,600000,348.0,170407633.0,1.21
2026-05-22,600001,800000,150.0,104151025.0,0.74
2026-05-22,800001,1000000,116.0,103885244.0,0.74
2026-05-22,1000001,1000000000000,807.0,9409259620.0,67.07
2026-05-29,1,999,388177.0,89886529.0,0.64
2026-05-29,1000,5000,507645.0,1055054227.0,7.52
2026-05-29,5001,10000,80296.0,602021725.0,4.29
2026-05-29,10001,15000,27285.0,340649132.0,2.42
2026-05-29,15001,20000,14163.0,253573577.0,1.8
2026-05-29,20001,30000,13570.0,337217495.0,2.4
2026-05-29,30001,40000,6118.0,214767910.0,1.53
2026-05-29,40001,50000,3718.0,169415372.0,1.2
2026-05-29,50001,100000,6413.0,447821421.0,3.19
2026-05-29,100001,200000,2676.0,363804281.0,2.59
2026-05-29,200001,400000,982.0,269747634.0,1.92
2026-05-29,400001,600000,343.0,167889766.0,1.19
2026-05-29,600001,800000,156.0,107944674.0,0.76
2026-05-29,800001,1000000,109.0,97638228.0,0.69
2026-05-29,1000001,1000000000000,817.0,9511223255.0,67.79
2026-06-05,1,999,416241.0,93208246.0,0.66
2026-06-05,1000,5000,517951.0,1062335433.0,7.57
2026-06-05,5001,10000,78539.0,589141243.0,4.19
2026-06-05,10001,15000,26593.0,331801352.0,2.36
2026-06-05,15001,20000,13751.0,246282461.0,1.75
2026-06-05,20001,30000,13149.0,326938992.0,2.33
2026-06-05,30001,40000,5899.0,207109698.0,1.47
2026-06-05,40001,50000,3536.0,161221763.0,1.14
2026-06-05,50001,100000,6222.0,433910827.0,3.09
2026-06-05,100001,200000,2580.0,351336982.0,2.5
2026-06-05,200001,400000,974.0,268507993.0,1.91
2026-06-05,400001,600000,335.0,163111094.0,1.16
2026-06-05,600001,800000,153.0,105413810.0,0.75
2026-06-05,800001,1000000,117.0,105021179.0,0.74
2026-06-05,1000001,1000000000000,820.0,9583309528.0,68.31
2026-06-12,1,999,435193.0,97434106.0,0.69
2026-06-12,1000,5000,532569.0,1094973743.0,7.78
2026-06-12,5001,10000,80110.0,600390958.0,4.26
2026-06-12,10001,15000,27068.0,337858916.0,2.4
2026-06-12,15001,20000,13943.0,249686693.0,1.77
2026-06-12,20001,30000,13314.0,331138297.0,2.35
2026-06-12,30001,40000,5978.0,209675264.0,1.49
2026-06-12,40001,50000,3595.0,163900294.0,1.16
2026-06-12,50001,100000,6262.0,437343796.0,3.1
2026-06-12,100001,200000,2566.0,348910160.0,2.47
2026-06-12,200001,400000,988.0,272490608.0,1.93
2026-06-12,400001,600000,336.0,163116360.0,1.15
2026-06-12,600001,800000,160.0,110653382.0,0.78
2026-06-12,800001,1000000,118.0,105977194.0,0.75
2026-06-12,1000001,1000000000000,822.0,9545415860.0,67.84
2026-06-18,1,999,435840.0,97678643.0,0.69
2026-06-18,1000,5000,535071.0,1099467933.0,7.81
2026-06-18,5001,10000,80246.0,601463439.0,4.27
2026-06-18,10001,15000,27156.0,338921599.0,2.4
2026-06-18,15001,20000,13989.0,250520082.0,1.78
2026-06-18,20001,30000,13310.0,331123454.0,2.35
2026-06-18,30001,40000,5988.0,209986874.0,1.49
2026-06-18,40001,50000,3612.0,164597914.0,1.16
2026-06-18,50001,100000,6276.0,438306566.0,3.11
2026-06-18,100001,200000,2579.0,350908316.0,2.49
2026-06-18,200001,400000,983.0,270749528.0,1.92
2026-06-18,400001,600000,328.0,159138513.0,1.13
2026-06-18,600001,800000,161.0,110781956.0,0.78
2026-06-18,800001,1000000,117.0,104547338.0,0.74
2026-06-18,1000001,1000000000000,834.0,9545231765.0,67.82
2026-06-26,1,999,442277.0,99631041.0,0.7
2026-06-26,1000,5000,549023.0,1128910881.0,8.02
2026-06-26,5001,10000,82435.0,617760955.0,4.38
2026-06-26,10001,15000,27622.0,344899578.0,2.45
2026-06-26,15001,20000,14253.0,255234629.0,1.81
2026-06-26,20001,30000,13547.0,337072443.0,2.39
2026-06-26,30001,40000,6064.0,212641721.0,1.51
2026-06-26,40001,50000,3681.0,167796071.0,1.19
2026-06-26,50001,100000,6318.0,440428384.0,3.12
2026-06-26,100001,200000,2605.0,354506076.0,2.51
2026-06-26,200001,400000,979.0,269313528.0,1.91
2026-06-26,400001,600000,332.0,160910246.0,1.14
2026-06-26,600001,800000,170.0,117768220.0,0.83
2026-06-26,800001,1000000,118.0,105495762.0,0.74
2026-06-26,1000001,1000000000000,827.0,9461116355.0,67.22
2026-07-03,1,999,445909.0,101181712.0,0.71
2026-07-03,1000,5000,565133.0,1165816563.0,8.28
2026-07-03,5001,10000,85261.0,639143760.0,4.54
2026-07-03,10001,15000,28501.0,355963063.0,2.52
2026-07-03,15001,20000,14753.0,264390623.0,1.87
2026-07-03,20001,30000,13893.0,345532053.0,2.45
2026-07-03,30001,40000,6254.0,219418741.0,1.55
2026-07-03,40001,50000,3761.0,171422139.0,1.21
2026-07-03,50001,100000,6494.0,452427597.0,3.21
2026-07-03,100001,200000,2657.0,361539010.0,2.56
2026-07-03,200001,400000,1003.0,276573529.0,1.96
2026-07-03,400001,600000,328.0,159641712.0,1.13
2026-07-03,600001,800000,165.0,114054172.0,0.81
2026-07-03,800001,1000000,116.0,104099202.0,0.73
2026-07-03,1000001,1000000000000,819.0,9342220044.0,66.38
2026-07-09,1,999,448573.0,102162591.0,0.72
2026-07-09,1000,5000,569782.0,1177044932.0,8.36
2026-07-09,5001,10000,85925.0,644243466.0,4.57
2026-07-09,10001,15000,28726.0,358835089.0,2.54
2026-07-09,15001,20000,14855.0,266142306.0,1.89
2026-07-09,20001,30000,13976.0,347682237.0,2.47
2026-07-09,30001,40000,6316.0,221600995.0,1.57
2026-07-09,40001,50000,3776.0,172056123.0,1.22
2026-07-09,50001,100000,6541.0,455537380.0,3.23
2026-07-09,100001,200000,2674.0,362940736.0,2.57
2026-07-09,200001,400000,1009.0,277973055.0,1.97
2026-07-09,400001,600000,327.0,158814858.0,1.12
2026-07-09,600001,800000,168.0,116207757.0,0.82
2026-07-09,800001,1000000,120.0,107798239.0,0.76
2026-07-09,1000001,1000000000000,821.0,9304384156.0,66.11
2026-07-17,1,999,447777.0,102288232.0,0.72
2026-07-17,1000,5000,568477.0,1175137971.0,8.34
2026-07-17,5001,10000,85913.0,644074114.0,4.57
2026-07-17,10001,15000,28673.0,358042952.0,2.54
2026-07-17,15001,20000,14883.0,266682623.0,1.89
2026-07-17,20001,30000,13967.0,347462343.0,2.46
2026-07-17,30001,40000,6312.0,221407230.0,1.57
2026-07-17,40001,50000,3817.0,173878120.0,1.23
2026-07-17,50001,100000,6546.0,456623265.0,3.24
2026-07-17,100001,200000,2641.0,357889952.0,2.54
2026-07-17,200001,400000,1023.0,281851368.0,2.0
2026-07-17,400001,600000,330.0,160036576.0,1.13
2026-07-17,600001,800000,177.0,122947149.0,0.87
2026-07-17,800001,1000000,124.0,111695098.0,0.79
2026-07-17,1000001,1000000000000,812.0,9295729504.0,66.04
2026-07-24,1,999,442030.0,100784475.0,0.71
2026-07-24,1000,5000,556953.0,1151167181.0,8.17
2026-07-24,5001,10000,84393.0,632618524.0,4.49
2026-07-24,10001,15000,28190.0,352077458.0,2.5
2026-07-24,15001,20000,14679.0,263010282.0,1.86
2026-07-24,20001,30000,13753.0,342285186.0,2.43
2026-07-24,30001,40000,6259.0,219467949.0,1.55
2026-07-24,40001,50000,3770.0,171754191.0,1.22
2026-07-24,50001,100000,6462.0,450887280.0,3.2
2026-07-24,100001,200000,2634.0,357527038.0,2.54
2026-07-24,200001,400000,1010.0,279292854.0,1.98
2026-07-24,400001,600000,330.0,160426939.0,1.13
2026-07-24,600001,800000,174.0,120914957.0,0.85
2026-07-24,800001,1000000,119.0,106396330.0,0.75
2026-07-24,1000001,1000000000000,821.0,9367167853.0,66.54
2026-07-31,1,999,443526.0,101129699.0,0.71
2026-07-31,1000,5000,561221.0,1161412781.0,8.25
2026-07-31,5001,10000,85628.0,641563945.0,4.55
2026-07-31,10001,15000,28601.0,357089120.0,2.53
2026-07-31,15001,20000,14798.0,265027890.0,1.88
2026-07-31,20001,30000,13923.0,346337162.0,2.46
2026-07-31,30001,40000,6331.0,221979199.0,1.57
2026-07-31,40001,50000,3783.0,172310414.0,1.22
2026-07-31,50001,100000,6582.0,458006917.0,3.25
2026-07-31,100001,200000,2670.0,361869317.0,2.57
2026-07-31,200001,400000,1027.0,283107362.0,2.01
2026-07-31,400001,600000,328.0,159025038.0,1.12
2026-07-31,600001,800000,175.0,121635103.0,0.86
2026-07-31,800001,1000000,116.0,104120979.0,0.73
2026-07-31,1000001,1000000000000,825.0,9321131571.0,66.22
2026-08-07,1,999,433578.0,98461024.0,0.69
2026-08-07,1000,5000,539982.0,1116637580.0,7.93
2026-08-07,5001,10000,82604.0,618782573.0,4.39
2026-08-07,10001,15000,27754.0,346322352.0,2.46
2026-08-07,15001,20000,14401.0,257898182.0,1.83
2026-08-07,20001,30000,13602.0,338532314.0,2.4
2026-08-07,30001,40000,6187.0,217106023.0,1.54
2026-08-07,40001,50000,3722.0,169536527.0,1.2
2026-08-07,50001,100000,6463.0,450038856.0,3.19
2026-08-07,100001,200000,2655.0,359856405.0,2.55
2026-08-07,200001,400000,1019.0,281503616.0,1.99
2026-08-07,400001,600000,325.0,158188889.0,1.12
2026-08-07,600001,800000,168.0,117102909.0,0.83
2026-08-07,800001,1000000,121.0,108895792.0,0.77
2026-08-07,1000001,1000000000000,827.0,9436898455.0,67.04
2026-08-14,1,999,436437.0,98219170.0,0.69
2026-08-14,1000,5000,540166.0,1115052333.0,7.92
2026-08-14,5001,10000,82280.0,616202155.0,4.37
2026-08-14,10001,15000,27740.0,346007479.0,2.45
2026-08-14,15001,20000,14386.0,257512590.0,1.82
2026-08-14,20001,30000,13630.0,339211962.0,2.4
2026-08-14,30001,40000,6188.0,217183292.0,1.54
2026-08-14,40001,50000,3730.0,169908059.0,1.2
2026-08-14,50001,100000,6452.0,449592203.0,3.19
2026-08-14,100001,200000,2670.0,362502319.0,2.57
2026-08-14,200001,400000,1025.0,283113231.0,2.01
2026-08-14,400001,600000,328.0,160088808.0,1.13
2026-08-14,600001,800000,169.0,118040150.0,0.83
2026-08-14,800001,1000000,119.0,107364953.0,0.76
2026-08-14,1000001,1000000000000,824.0,9435757793.0,67.03
2026-08-21,1,999,439714.0,99263962.0,0.7
2026-08-21,1000,5000,545018.0,1127247583.0,8.0
2026-08-21,5001,10000,83183.0,623167403.0,4.42
2026-08-21,10001,15000,28050.0,349791931.0,2.48
2026-08-21,15001,20000,14559.0,260541779.0,1.85
2026-08-21,20001,30000,13751.0,341989512.0,2.42
2026-08-21,30001,40000,6268.0,219943354.0,1.56
2026-08-21,40001,50000,3749.0,170733726.0,1.21
2026-08-21,50001,100000,6506.0,452676448.0,3.21
2026-08-21,100001,200000,2687.0,364523290.0,2.58
2026-08-21,200001,400000,1033.0,285256227.0,2.02
2026-08-21,400001,600000,329.0,160632566.0,1.14
2026-08-21,600001,800000,173.0,120404773.0,0.85
2026-08-21,800001,1000000,118.0,106468681.0,0.75
2026-08-21,1000001,1000000000000,822.0,9393152262.0,66.73
