date,v_intra,vwap_intra,v_after,vwap_after
2025-08-21,936672.0,1146.5612936011753,36804.0,1150.0
2025-08-22,767308.0,1145.336566281076,55763.0,1140.0
2025-08-25,952293.0,1171.1965329998225,29514.0,1175.0
2025-08-26,559378.0,1171.0809774428026,42897.0,1175.0
2025-08-27,897131.0,1184.0191566226115,31558.0,1185.0
2025-08-28,690550.0,1176.573325610021,74237.0,1165.0
2025-08-29,502314.0,1171.9657923131747,31740.0,1165.0
2025-09-01,847379.0,1156.996916373901,35940.0,1165.0
2025-09-02,466607.0,1163.216936308285,18411.0,1160.0
2025-09-03,662341.0,1153.4458156750072,24981.0,1160.0
2025-09-04,446127.0,1167.8890203910546,24323.0,1165.0
2025-09-05,488305.0,1174.3445285221326,24819.0,1180.0
2025-09-08,897076.0,1188.8715114438464,27959.0,1180.0
2025-09-09,1237001.0,1195.3844297619808,68096.0,1195.0
2025-09-10,2798522.0,1220.8619639223848,112156.0,1225.0
2025-09-11,1982432.0,1248.4248413060322,57708.0,1240.0
2025-09-12,1227923.0,1252.0155457630487,92972.0,1255.0
2025-09-15,738410.0,1254.6098712097614,46707.0,1255.0
2025-09-16,1868927.0,1276.2816070397614,64070.0,1280.0
2025-09-17,749304.0,1270.064566584457,38972.0,1270.0
2025-09-18,650513.0,1274.2636964979947,46307.0,1285.0
2025-09-19,1005780.0,1279.2651623615502,51316.0,1275.0
2025-09-22,953640.0,1286.952408665744,46955.0,1295.0
2025-09-23,2224636.0,1326.6883323833652,78781.0,1335.0
2025-09-24,2112628.0,1336.783863510282,47182.0,1340.0
2025-09-25,988003.0,1328.6383239727004,49812.0,1330.0
2025-09-26,2426688.0,1302.4911772753646,40295.0,1310.0
2025-09-30,813920.0,1316.3722417436602,36789.0,1315.0
2025-10-01,964505.0,1338.500375840457,38323.0,1330.0
2025-10-02,1307022.0,1363.9705223018434,57487.0,1365.0
2025-10-03,1519817.0,1384.236990374499,123341.0,1400.0
2025-10-07,2178947.0,1435.087572116256,73572.0,1440.0
2025-10-08,2094182.0,1414.5377407503263,62494.0,1425.0
2025-10-09,1735417.0,1444.5440173744985,60134.0,1445.0
2025-10-13,5034877.0,1414.194314975321,190992.0,1420.0
2025-10-14,2203076.0,1442.0784212619085,121256.0,1425.0
2025-10-15,1649337.0,1448.6208791775118,60405.0,1465.0
2025-10-16,1968150.0,1480.028669054696,93678.0,1490.0
2025-10-17,3960631.0,1459.0007665445228,122331.0,1460.0
2025-10-20,1177569.0,1481.3132733623252,,
2025-10-21,1575018.0,1491.090031986936,98251.0,1485.0
2025-10-22,3065109.0,1462.42805557649,61948.0,1470.0
2025-10-23,1632903.0,1451.202450482362,44046.0,1460.0
2025-10-27,1237753.0,1489.964088150059,50952.0,1490.0
2025-10-28,1327585.0,1482.6225213451494,29919.0,1480.0
2025-10-29,1698002.0,1504.0393326980768,50103.0,1510.0
2025-10-30,1469740.0,1510.7360621606542,46757.0,1510.0
2025-10-31,1128338.0,1517.264303781314,67423.0,1510.0
2025-11-03,1510709.0,1505.2280353132203,38770.0,1510.0
2025-11-04,1409118.0,1507.2448865176657,74673.0,1505.0
2025-11-05,6121819.0,1471.9856067289804,96422.0,1475.0
2025-11-06,1831753.0,1474.9392330734547,75394.0,1475.0
2025-11-07,1550331.0,1461.0750607450923,42390.0,1465.0
2025-11-10,891519.0,1475.344546779149,47744.0,1485.0
2025-11-11,1376892.0,1479.2689441147163,100166.0,1470.0
2025-11-12,880883.0,1475.2480181817562,30502.0,1485.0
2025-11-13,1523042.0,1466.1046839154797,57597.0,1470.0
2025-11-14,5030102.0,1435.7082102907657,125702.0,1440.0
2025-11-17,1025300.0,1450.073266361065,47730.0,1450.0
2025-11-18,6205367.0,1418.154679650696,138432.0,1415.0
2025-11-19,2020112.0,1406.985102806181,140948.0,1400.0
