date,v_intra,vwap_intra,v_after,vwap_after
2025-08-21,132276.0,194.56224107169857,6730.0,195.0
2025-08-22,389660.0,191.92133911615247,17768.0,191.49763619990995
2025-08-25,485447.0,189.3326645339244,16688.0,190.0
2025-08-26,381356.0,188.4650851173182,13704.0,189.0
2025-08-27,262146.0,188.840882561626,11191.0,189.0
2025-08-28,327476.0,190.1382086015464,12550.0,189.0
2025-08-29,574553.0,187.0928182430516,22116.0,186.0
2025-09-01,389295.0,185.6903505054008,18421.0,185.0
2025-09-02,334062.0,184.14922978369285,7868.0,184.0
2025-09-03,212283.0,183.65925203619696,9214.0,183.4975037985674
2025-09-04,165482.0,185.71024643163608,6327.0,185.49755018176072
2025-09-05,146207.0,186.5203854808593,14596.0,186.498150178131
2025-09-08,146445.0,187.39584827068185,6431.0,187.0
2025-09-09,301180.0,185.7848230294176,10891.0,185.49802589293915
2025-09-10,177553.0,185.70870106390768,11096.0,186.0
2025-09-11,436612.0,184.75349280367925,16718.0,184.0
2025-09-12,139216.0,185.2433412826112,8608.0,185.49674721189592
2025-09-15,197986.0,184.6270190821573,7603.0,185.0
2025-09-16,155266.0,184.73442350546804,5757.0,184.49661281917665
2025-09-17,252977.0,183.95398395901603,5311.0,184.0
2025-09-18,101388.0,184.7246715587644,7910.0,185.0
2025-09-19,266797.0,187.9010183772681,9307.0,189.0
2025-09-22,509347.0,184.39832373607777,11837.0,184.4972543718848
2025-09-23,589812.0,182.8929167260076,15895.0,183.0
2025-09-24,550308.0,181.8854823117236,15587.0,181.4975941489703
2025-09-25,308880.0,181.1363603988604,10427.0,181.0
2025-09-26,519383.0,178.82974991480276,20705.0,179.0
2025-09-30,327396.0,178.09244156923114,8962.0,180.0
2025-10-01,247109.0,179.14887357400983,10148.0,178.49783208513992
2025-10-02,175311.0,178.50324851264324,9032.0,178.49756421612045
2025-10-03,181570.0,180.72458005177063,6435.0,181.0
2025-10-07,205019.0,180.78285427204307,6617.0,181.0
2025-10-08,241608.0,179.8769328830171,8284.0,180.0
2025-10-09,158210.0,179.64792364578724,9819.0,179.49730115083003
2025-10-13,326184.0,177.8993911411964,6543.0,179.4985480666361
2025-10-14,1084307.0,190.06424379811253,15794.0,190.0
2025-10-15,454106.0,184.9533875350689,11676.0,185.0
2025-10-16,164217.0,184.96480875914187,8544.0,185.49683988764045
2025-10-17,253834.0,188.4667026481874,12188.0,187.49770265835247
2025-10-20,256028.0,185.69949771118783,,
2025-10-21,387020.0,184.10381117254923,21374.0,183.0
