date,v_intra,vwap_intra,v_after,vwap_after
2025-08-21,1269282.0,204.6630882656494,52736.0,206.0
2025-08-22,1065416.0,204.0005030898729,51040.0,203.0
2025-08-25,922686.0,207.19933108338049,56687.0,207.0
2025-08-26,657949.0,207.2577585800723,76610.0,209.0
2025-08-27,774884.0,208.2550588217075,44918.0,208.0
2025-08-28,797981.0,205.74491247285337,42240.0,206.0
2025-08-29,966286.0,204.3568436260072,37909.0,204.0
2025-09-01,2197252.0,199.93152173715168,54565.0,199.0
2025-09-02,763898.0,199.7299482391628,24147.0,199.0
2025-09-03,608667.0,200.00424205682253,27295.0,200.4974537461073
2025-09-04,703484.0,203.4146163949713,26693.0,202.49709661709065
2025-09-05,583307.0,204.3544308571644,42097.0,205.0
2025-09-08,846422.0,203.99866260565065,28167.0,203.4974260659637
2025-09-09,1496572.0,206.45406368687907,53345.0,207.0
2025-09-10,1955758.0,209.89176523884856,54890.0,209.49861541264343
2025-09-11,3236564.0,212.71148569903144,115733.0,214.0
2025-09-12,2021598.0,217.42424854001635,71522.0,217.0
2025-09-15,1059377.0,215.3062394218489,29938.0,216.0
2025-09-16,970375.0,214.81955635707843,33786.0,215.49721778251347
2025-09-17,1463447.0,212.34750148109225,39730.0,212.0
2025-09-18,1408475.0,211.6994167450612,31977.0,215.0
2025-09-19,750356.0,215.3527472293152,45409.0,214.0
2025-09-22,664120.0,215.45392850689635,37955.0,215.49777367935712
2025-09-23,2535734.0,220.1838698380824,75188.0,220.4983508006597
2025-09-24,1821331.0,221.4447692374423,80629.0,222.4985675129296
2025-09-25,2605975.0,228.799561392569,68302.0,229.0
2025-09-26,2922892.0,221.36180673114163,87800.0,220.0
2025-09-30,2112395.0,218.11170354029431,43036.0,217.0
2025-10-01,956132.0,219.15808591282376,30055.0,219.0
2025-10-02,1629132.0,224.0112206991208,75441.0,225.49823040521733
2025-10-03,958133.0,226.4731806544603,65648.0,226.4982025347307
2025-10-07,1469502.0,227.6040093854925,61912.0,228.4976418141879
2025-10-08,1449664.0,223.84131978168733,28405.0,225.49734201725047
2025-10-09,1660932.0,222.6787863681355,64959.0,222.0
2025-10-13,4542324.0,213.8509080373835,33618.0,214.0
2025-10-14,4739047.0,209.8163721524602,59992.0,207.0
2025-10-15,1741781.0,206.4113806500358,29983.0,208.0
2025-10-16,3407139.0,220.00185052620395,100656.0,223.0
2025-10-17,2249906.0,226.9660634710961,63949.0,226.4978029367152
2025-10-20,3581081.0,236.2374685185842,,
2025-10-21,2659264.0,241.18800389882315,75555.0,239.0
2025-10-22,1519369.0,240.61168419258257,60417.0,242.0
2025-10-23,1438172.0,239.5473879341275,42658.0,240.0
2025-10-27,1732394.0,245.53561487744705,79148.0,246.498243796432
2025-10-28,1387017.0,248.683088239005,71529.0,250.0
2025-10-29,2847152.0,259.5763225848146,92968.0,260.4982036829877
2025-10-30,2869632.0,261.5411216490477,61242.0,262.0
2025-10-31,2448784.0,259.2089849492646,86044.0,258.49830319371483
2025-11-03,3890639.0,252.43257161612783,54580.0,252.4971051667277
2025-11-04,3702415.0,248.14400492651416,87032.0,245.0
2025-11-05,2964818.0,241.9112596456173,42424.0,249.0
2025-11-06,1375761.0,248.40967798912743,34664.0,249.0
2025-11-07,1651859.0,245.7945381536801,42340.0,245.49759093056213
2025-11-10,929675.0,247.1661795788851,41016.0,249.49817144528964
2025-11-11,1146700.0,249.0594933286823,42677.0,247.0
2025-11-12,1142018.0,249.7827643697385,44429.0,252.0
2025-11-13,1227869.0,250.604261529528,31039.0,252.49737427107831
2025-11-14,4839089.0,243.32946449218025,99603.0,242.0
2025-11-17,2644409.0,237.43576050452103,72187.0,237.0
2025-11-18,2982123.0,232.3938637004577,74047.0,231.0
2025-11-19,1892807.0,228.54496681383787,43030.0,230.0
2025-11-20,1390189.0,235.69240801070933,30387.0,237.49754829367825
2025-11-21,4371038.0,227.28779891641287,99538.0,227.0
2025-11-24,2763220.0,222.32133091103856,92056.0,221.0
2025-11-25,1811272.0,221.4655291971609,63864.0,220.4979174495804
2025-11-26,1166695.0,225.39625609092352,40295.0,227.4981759523514
2025-11-27,1027735.0,229.68348552885715,32923.0,231.0
2025-11-28,1519922.0,226.96339483210323,52918.0,227.0
2025-12-01,1633520.0,223.3862744257799,67578.0,222.49812069016545
2025-12-02,1203583.0,222.92135731395345,34660.0,222.4978361223312
2025-12-03,873687.0,228.17041114266323,28715.0,227.0
2025-12-04,453115.0,228.38838484711383,27739.0,228.49796315656656
2025-12-05,604735.0,230.5710517830124,37096.0,231.0
2025-12-08,660122.0,231.45668073477327,24914.0,232.0
2025-12-09,1017436.0,234.839783534296,28004.0,235.49753606627624
2025-12-10,767627.0,233.6108396395645,18661.0,234.0
2025-12-11,2893734.0,228.6507906393608,90793.0,226.49810007379423
2025-12-12,883608.0,226.6319578365067,19768.0,227.4967624443545
2025-12-15,,,37524.0,223.0
2025-12-16,3526929.0,217.58467153719283,55441.0,219.0
2025-12-17,1993216.0,217.83199713427948,38423.0,217.49847747442936
2025-12-18,1493330.0,215.01599914285524,32851.0,217.0
2025-12-19,634238.0,219.54140559222247,41061.0,221.4982830423029
2025-12-22,728017.0,224.3638184273169,22152.0,224.49724629830263
2025-12-23,556647.0,224.74742520843552,19621.0,224.497171397992
2025-12-24,731866.0,225.525175373634,16897.0,225.0
2025-12-26,610064.0,225.9853638306801,20367.0,226.0
2025-12-29,1334513.0,230.96205132509013,45767.0,231.49773854524005
2025-12-30,977723.0,229.1921188312027,21695.0,229.49744180686795
2025-12-31,813881.0,230.3617236426456,27358.0,231.0
2026-01-02,1071555.0,231.42541913387552,,
2026-01-05,1532889.0,234.65670051778048,,
2026-01-06,1565730.0,234.8721829434193,,
2026-01-07,1851414.0,238.163470190892,36725.0,239.0
2026-01-08,3655089.0,231.7377790253534,111505.0,230.0
2026-01-09,916745.0,229.8791157846512,29268.0,230.49791581249147
2026-01-12,1162701.0,229.8889336123389,49354.0,229.0
2026-01-13,1864526.0,227.506691781182,37849.0,227.0
2026-01-14,1406506.0,232.80535170130807,48855.0,234.497615392488
2026-01-15,778853.0,231.91968445907,27022.0,233.4980016283029
2026-01-16,1162433.0,233.15159239285188,45006.0,234.4980891436697
2026-01-19,2206766.0,229.9569016379625,64322.0,230.0
2026-01-20,3975212.0,225.70081117686303,86523.0,224.49842238479943
2026-01-21,4381043.0,221.2301257942458,65575.0,220.0
2026-01-22,1106308.0,224.1387181508224,43048.0,224.0
2026-01-23,1283907.0,223.01393480992004,46740.0,222.4982028241335
2026-01-26,1172555.0,222.67384216518627,36744.0,224.4980132810799
2026-01-27,796082.0,225.39509748995707,27182.0,225.49786623500847
2026-01-28,2041604.0,226.62373457340405,29661.0,226.0
2026-01-29,931239.0,224.06286141366505,24878.0,224.0
2026-01-30,2107952.0,220.25808652189423,42336.0,221.4979686318972
2026-02-02,4177357.0,215.5026680745744,53988.0,216.0
2026-02-03,1108306.0,216.87371538185303,28110.0,217.0
2026-02-04,687601.0,217.1534305505664,15407.0,219.49782566365937
2026-02-05,1328475.0,216.7539456896065,34910.0,216.0
2026-02-06,1562986.0,213.50084325771311,25386.0,215.49826676120696
2026-02-09,654619.0,218.434289258332,31295.0,218.4974277041061
2026-02-10,977151.0,220.34967778777283,32261.0,221.0
2026-02-11,1789647.0,224.9046303544777,64532.0,227.0
2026-02-23,1626859.0,229.11296615133824,38478.0,228.4972191901866
2026-02-24,1622926.0,230.8619739901881,45493.0,231.49772492471368
2026-02-25,5305400.0,242.2345497040751,121621.0,246.49815410167653
2026-02-26,2579823.0,243.85486601212563,45827.0,243.49798153926724
2026-03-02,1762931.0,238.3468269603292,56162.0,239.0
2026-03-03,3258103.0,232.16765000983705,64556.0,229.49747506041265
2026-03-04,5037912.0,218.66744635475968,46053.0,218.4983605845439
2026-03-05,1265235.0,224.25302888396223,38081.0,224.0
2026-03-06,756953.0,222.40699356499016,26334.0,223.4977975241133
2026-03-09,4328732.0,210.3762110936875,65875.0,212.0
2026-03-10,2818784.0,211.96945314007743,64862.0,211.0
2026-03-11,1134590.0,217.50789624445835,36046.0,219.49775287133107
2026-03-12,1830323.0,215.2455916250848,39811.0,215.4980030644797
2026-03-13,851721.0,214.34940902008992,34769.0,215.0
2026-03-16,647945.0,215.98642940373023,47518.0,216.0
2026-03-17,4358161.0,213.4996919572269,105159.0,213.0
2026-03-18,3124451.0,211.46674055698105,68994.0,211.0
2026-03-19,,,101296.0,206.4987067603854
2026-03-20,3419372.0,202.73882455608808,42557.0,205.0
2026-03-23,5429173.0,196.4371627133636,76333.0,196.4979497727064
2026-03-24,2297019.0,196.64967638491453,50508.0,196.49782212718776
2026-03-25,1218224.0,198.9033617791145,34016.0,200.0
2026-03-26,,,39455.0,201.0
2026-03-27,973325.0,198.28065856728225,27049.0,200.49813301785647
2026-03-30,2222204.0,194.64292927202004,50703.0,195.0
2026-03-31,3779874.0,189.86476983095204,80264.0,188.4979069072062
2026-04-01,892281.0,196.05994300001905,32183.0,197.0
2026-04-02,,,34062.0,193.4978274910457
2026-04-07,1467212.0,191.39774143068624,20860.0,192.4969319271333
2026-04-08,1372676.0,200.434081312706,36699.0,201.49761573884848
2026-04-09,1169409.0,199.26969520501385,25384.0,200.0
2026-04-10,1007826.0,201.063160704328,28853.0,200.49800713963887
2026-04-13,588707.0,200.8849750385166,47764.0,200.0
2026-04-14,1471728.0,206.47615931748257,41436.0,207.49828651414228
2026-04-15,1612744.0,209.553377349412,29187.0,208.0
2026-04-16,908801.0,208.0618925375302,28061.0,207.49809343929297
2026-04-17,1418565.0,205.5880435510533,33705.0,205.49775997626463
2026-04-20,969190.0,207.67579318812616,31175.0,207.4978348035285
2026-04-21,1471649.0,211.03380697435327,25369.0,211.0
2026-04-22,3394095.0,220.1904613748289,49479.0,221.0
2026-04-23,3608367.0,224.7402198833988,66376.0,225.0
2026-04-24,1670268.0,222.11940359271685,54985.0,222.0
2026-04-27,3105991.0,225.3451165827589,67417.0,228.4984944450213
2026-04-28,2046768.0,229.172305801146,46092.0,225.49767855593163
2026-04-29,953442.0,223.7448046131805,30013.0,225.0
2026-04-30,1881305.0,224.44659903630725,33349.0,220.4970164022909
2026-05-04,1699122.0,226.44413997346865,36920.0,227.0
2026-05-05,4833522.0,234.54776579065947,62044.0,239.4978885951905
2026-05-06,6000139.0,248.75409403015496,96260.0,251.49792229378767
2026-05-07,3221832.0,253.6354338152952,80014.0,253.0
2026-05-08,2234367.0,250.41686884920875,60050.0,250.0
2026-05-11,1308672.0,252.23486328125,40068.0,252.0
2026-05-12,1903228.0,249.35517079404045,44139.0,250.0
2026-05-13,1716786.0,247.2495249844768,45323.0,251.0
2026-05-14,2169181.0,248.16343403339783,52228.0,245.4976257945929
2026-05-15,2687181.0,253.37948057834583,42302.0,248.0
2026-05-18,1257437.0,246.0662744932748,24919.0,248.497090573458
2026-05-19,1411787.0,249.1670358205593,29554.0,245.49678554510388
2026-05-20,1594991.0,241.82146983901475,34296.0,240.49757989269887
2026-05-21,910906.0,247.2284044676399,28560.0,247.49772408963585
2026-05-22,1249457.0,249.8902619297823,37095.0,249.4979107696455
2026-05-25,3976547.0,259.24413391819587,87627.0,261.0
2026-05-26,1342858.0,259.21776464823535,41447.0,259.0
2026-05-27,2158089.0,264.93183320984446,47767.0,263.49804258169866
2026-05-28,1930016.0,265.1921574743422,35253.0,263.0
2026-05-29,6226104.0,282.92750988419084,199094.0,289.0
2026-06-01,5194055.0,298.7989740193356,72294.0,295.0
2026-06-02,2701371.0,298.3684244037565,74105.0,301.4976452331152
2026-06-03,3204486.0,307.9169863747259,79447.0,309.0
2026-06-04,5479052.0,298.5053317617719,67727.0,294.4976744872798
2026-06-05,3538593.0,284.41145082240314,66266.0,286.0
2026-06-08,4285122.0,267.0091189935782,74529.0,270.4980611574018
2026-06-09,1757420.0,273.0884239396388,28661.0,279.0
2026-06-10,4376166.0,268.26037083602404,57415.0,265.0
2026-06-11,3268568.0,256.8250640647525,,
2026-06-12,1337088.0,263.7982376627417,52860.0,261.4980892924707
2026-06-15,1053523.0,267.6091637296955,36501.0,268.0
2026-06-16,1019733.0,268.8147162051243,47841.0,269.0
2026-06-17,1255225.0,269.3190185026589,28113.0,273.0
2026-06-18,1429946.0,270.83330209672255,71101.0,270.0
2026-06-22,1963602.0,271.79412070266784,,
2026-06-26,3760738.0,251.46099808069587,,
2026-06-29,1991149.0,248.54870177972617,47706.0,247.49807152140195
2026-07-01,2264105.0,250.6318677799837,,
2026-07-06,1346926.0,243.74693264514903,29658.0,243.0
