date,v_intra,vwap_intra,v_after,vwap_after
2025-08-21,3016546.0,51.92987907361599,118730.0,52.0
2025-08-22,3304099.0,51.782029230964326,94133.0,51.79755239926487
2025-08-25,1701714.0,52.66928461539366,52061.0,52.74672019361903
2025-08-26,1538166.0,52.5492047022233,46870.0,52.746938340089606
2025-08-27,1329909.0,53.02834028493679,35682.0,53.0
2025-08-28,2680918.0,52.74494184454728,75066.0,52.64680414568513
2025-08-29,1244737.0,52.65528461032331,143305.0,52.49909633299606
2025-09-01,6218421.0,52.00361667375046,168981.0,52.0
2025-09-02,1649124.0,52.19379500874403,37612.0,52.09722960757205
2025-09-03,1775119.0,52.00412479388706,31404.0,52.0
2025-09-04,1150178.0,52.51250589039262,60241.0,52.29796982121811
2025-09-05,1581605.0,52.8119688544232,48300.0,52.84488612836439
2025-09-08,1800677.0,53.37938175475113,70892.0,53.34611803870676
2025-09-09,1633589.0,53.74988200826524,49324.0,53.89686562322601
2025-09-10,2313303.0,54.79413245908556,80121.0,54.94603162716391
2025-09-11,3187637.0,55.64222776934764,113243.0,55.44597017034165
2025-09-12,1644510.0,55.91115286620331,109218.0,56.0
2025-09-15,3486946.0,55.95077583650564,78684.0,56.0
2025-09-16,2073752.0,56.69717690447074,67427.0,56.79752917970546
2025-09-17,4386009.0,56.40702766455792,85045.0,56.3980833676289
2025-09-18,1809518.0,56.53882636149516,57588.0,56.94715913037438
2025-09-19,2423995.0,56.87079841336306,77519.0,57.0
2025-09-22,2814651.0,57.06678447878618,117369.0,57.39620342679924
2025-09-23,3060529.0,58.25465924354907,61458.0,58.49749422369749
2025-09-24,4549051.0,58.369975847709775,49906.0,58.44555764837895
2025-09-25,3643919.0,58.19070895922769,95217.0,58.19791633846897
2025-09-26,12397598.0,57.11198862876503,127436.0,57.39834112809567
2025-09-30,2196662.0,57.77156476508448,57962.0,57.79684966012215
2025-10-01,2759816.0,58.267329416163975,114798.0,58.09731005766651
2025-10-02,1746134.0,59.11839297556774,60003.0,59.1975067913271
2025-10-03,2482019.0,59.8022944224037,70535.0,60.09792301694194
2025-10-07,5620521.0,61.45975079534442,81054.0,61.74709452957288
2025-10-08,7258224.0,60.86361897896786,192112.0,61.14695073707004
2025-10-09,3232343.0,61.74588154784316,58291.0,61.74704499837024
2025-10-13,15822604.0,60.58343184219235,130970.0,61.24743070932274
2025-10-14,6292708.0,61.31940525446279,289588.0,60.79779548876335
